Token,label,predicted
andar,FALSE,FALSE
color,FALSE,FALSE
miedo,FALSE,FALSE
expresar,FALSE,FALSE
1988,FALSE,FALSE
cruza,FALSE,FALSE
utilizando,FALSE,FALSE
indignación,FALSE,FALSE
búsqueda,FALSE,FALSE
ríe,FALSE,FALSE
negro,FALSE,FALSE
escolares,FALSE,FALSE
soluciones,FALSE,FALSE
film,TRUE,FALSE
aparecen,FALSE,FALSE
contactos,FALSE,FALSE
tenés,FALSE,FALSE
leyes,FALSE,FALSE
orígenes,FALSE,FALSE
estampas,FALSE,FALSE
región,FALSE,FALSE
revelaciones,FALSE,FALSE
cibersuplantación,FALSE,FALSE
bermudas,FALSE,FALSE
arresto,FALSE,FALSE
verduras,FALSE,FALSE
obras,FALSE,FALSE
conoció,FALSE,FALSE
relexicalización,FALSE,FALSE
necesidades,FALSE,FALSE
inventores,FALSE,FALSE
plural,FALSE,FALSE
creada,FALSE,FALSE
encuentro,FALSE,FALSE
explosión,FALSE,FALSE
unión,FALSE,FALSE
crítica,FALSE,FALSE
online,TRUE,FALSE
pesar,FALSE,FALSE
kilómetros,FALSE,FALSE
pujas,FALSE,FALSE
durmiendo,FALSE,FALSE
outlet,TRUE,TRUE
segunda,FALSE,FALSE
fraudes,FALSE,FALSE
señala,FALSE,FALSE
buscando,FALSE,FALSE
pretende,FALSE,FALSE
responsable,FALSE,FALSE
distantes,FALSE,FALSE
dirían,FALSE,FALSE
finalistas,FALSE,FALSE
contraseñas,FALSE,FALSE
fusilli,FALSE,FALSE
malintencionados,FALSE,FALSE
hecho,FALSE,FALSE
quitársela,FALSE,FALSE
cama,FALSE,FALSE
levanta,FALSE,FALSE
organismos,FALSE,FALSE
afirma,FALSE,FALSE
frapuccinos,FALSE,FALSE
autofo,FALSE,FALSE
obsesionó,FALSE,FALSE
Salimos,FALSE,FALSE
limitar,FALSE,FALSE
entrevistas,FALSE,FALSE
enojan,FALSE,FALSE
mesa,FALSE,FALSE
comensal,FALSE,FALSE
adornos,FALSE,FALSE
final,FALSE,FALSE
descuartizada,FALSE,FALSE
funciones,FALSE,FALSE
hablar,FALSE,FALSE
acá,FALSE,FALSE
valle,FALSE,FALSE
tomó,FALSE,FALSE
generados,FALSE,FALSE
ticktets,TRUE,TRUE
ética,FALSE,FALSE
scout,TRUE,Other
regular,FALSE,FALSE
es,FALSE,FALSE
motivo,FALSE,FALSE
hijo,FALSE,FALSE
mayores,FALSE,FALSE
formas,FALSE,FALSE
recaudar,FALSE,FALSE
periodística,FALSE,FALSE
educativa,FALSE,FALSE
legisladores,FALSE,FALSE
ríen,FALSE,FALSE
horas,FALSE,FALSE
dispositivo,FALSE,FALSE
deja,FALSE,FALSE
reacción,FALSE,FALSE
arte,FALSE,FALSE
usuarios,FALSE,FALSE
innovaciones,FALSE,FALSE
comer,FALSE,FALSE
menú,FALSE,FALSE
accesorios,FALSE,FALSE
dictadura,FALSE,FALSE
novedoso,FALSE,FALSE
públicas,FALSE,FALSE
contacto,FALSE,FALSE
institucional,FALSE,FALSE
sensación,FALSE,FALSE
junto,FALSE,FALSE
arrepintió,FALSE,FALSE
americanas,FALSE,FALSE
hielo,FALSE,FALSE
carpa,FALSE,FALSE
interceptados,FALSE,FALSE
periodísticos,FALSE,FALSE
desempeña,FALSE,FALSE
superior,FALSE,FALSE
emocionales,FALSE,FALSE
acusaciones,FALSE,FALSE
pelos,FALSE,FALSE
particular,FALSE,FALSE
matemática,FALSE,FALSE
beneficios,FALSE,FALSE
estadounidense,FALSE,FALSE
frases,FALSE,FALSE
visión,FALSE,FALSE
adicto,FALSE,FALSE
usaba,FALSE,FALSE
dura,FALSE,FALSE
maravilloso,FALSE,FALSE
pernoctar,FALSE,FALSE
sillas,FALSE,FALSE
amigo,FALSE,FALSE
branding,TRUE,FALSE
público,FALSE,FALSE
regulación,FALSE,FALSE
crear,FALSE,FALSE
comunicaciones,FALSE,FALSE
difieren,FALSE,FALSE
públicos,FALSE,FALSE
bumerang,TRUE,TRUE
fraude,FALSE,FALSE
conducta,FALSE,FALSE
establecido,FALSE,FALSE
gana,FALSE,FALSE
gallinero,FALSE,FALSE
mando,FALSE,FALSE
lanzar,FALSE,FALSE
lecturas,FALSE,FALSE
financiera,FALSE,FALSE
caben,FALSE,FALSE
sistemas,FALSE,FALSE
acciones,FALSE,FALSE
marca,FALSE,FALSE
realizó,FALSE,FALSE
motivos,FALSE,FALSE
detractor,FALSE,FALSE
organizamos,FALSE,FALSE
propuesta,FALSE,FALSE
prueba,FALSE,FALSE
fracaso,FALSE,FALSE
adultos,FALSE,FALSE
adolescencia,FALSE,FALSE
cambio,FALSE,FALSE
junio,FALSE,FALSE
especialista,FALSE,FALSE
directora,FALSE,FALSE
lychees,FALSE,FALSE
sellan,FALSE,FALSE
denuncia,FALSE,FALSE
guardas,FALSE,FALSE
abierto,FALSE,FALSE
demasiada,FALSE,FALSE
placer,FALSE,FALSE
hobbies,TRUE,FALSE
compras,FALSE,FALSE
personales,FALSE,FALSE
romanos,FALSE,FALSE
capitales,FALSE,FALSE
conocida,FALSE,FALSE
like,TRUE,TRUE
detenido,FALSE,FALSE
anécdotas,FALSE,FALSE
entidades,FALSE,FALSE
perseguidos,FALSE,FALSE
esposa,FALSE,FALSE
avenida,FALSE,FALSE
matar,FALSE,FALSE
impulsó,FALSE,FALSE
firma,FALSE,FALSE
herramientas,FALSE,FALSE
semejante,FALSE,FALSE
derechos,FALSE,FALSE
curadas,FALSE,FALSE
tiempos,FALSE,FALSE
truco,FALSE,FALSE
bienes,FALSE,FALSE
apasiona,FALSE,FALSE
safaris,FALSE,FALSE
rollos,FALSE,FALSE
planeta,FALSE,FALSE
creada,FALSE,FALSE
tengan,FALSE,FALSE
comparten,FALSE,FALSE
wiki,FALSE,TRUE
comida,FALSE,FALSE
friday,TRUE,FALSE
apostaron,FALSE,FALSE
anuales,FALSE,FALSE
llevarlo,FALSE,FALSE
convivan,FALSE,FALSE
decir,FALSE,FALSE
drones,FALSE,FALSE
vivo,FALSE,FALSE
especial,FALSE,FALSE
visita,FALSE,FALSE
sale,FALSE,FALSE
filoso,FALSE,FALSE
ingeniera,FALSE,FALSE
rabia,FALSE,FALSE
pasar,FALSE,FALSE
estrellas,FALSE,FALSE
erróneos,FALSE,FALSE
foristas,FALSE,FALSE
diccionarios,FALSE,FALSE
condena,FALSE,FALSE
ayuda,FALSE,FALSE
conocer,FALSE,FALSE
seguirlo,FALSE,FALSE
accede,FALSE,FALSE
diseño,FALSE,FALSE
citado,FALSE,FALSE
relevancia,FALSE,FALSE
dulce,FALSE,FALSE
transformó,FALSE,FALSE
entradas,FALSE,FALSE
carne,FALSE,FALSE
oficina,FALSE,FALSE
búmeran,TRUE,FALSE
mercado,FALSE,FALSE
lector,FALSE,FALSE
denominan,FALSE,FALSE
creciendo,FALSE,FALSE
valdría,FALSE,FALSE
donuts,TRUE,FALSE
Tenemos,FALSE,FALSE
salían,FALSE,FALSE
turismo,TRUE,TRUE
típicas,FALSE,FALSE
actualidad,FALSE,FALSE
aire,FALSE,FALSE
pasos,FALSE,FALSE
integration,TRUE,FALSE
cuarta,FALSE,FALSE
periodistas,FALSE,FALSE
remonte,FALSE,FALSE
conveniente,FALSE,FALSE
novelista,FALSE,FALSE
tono,FALSE,FALSE
nikkei,FALSE,TRUE
lenguado,FALSE,FALSE
selfie,TRUE,TRUE
sanguínea,FALSE,FALSE
invariable,FALSE,FALSE
palabras,FALSE,FALSE
estime,FALSE,FALSE
desaparezcan,FALSE,FALSE
primera,FALSE,FALSE
golf,TRUE,FALSE
peligro,FALSE,FALSE
encargada,FALSE,FALSE
esdrújula,FALSE,FALSE
italiano,FALSE,FALSE
actualizadas,FALSE,FALSE
escena,FALSE,FALSE
haciendo,FALSE,FALSE
territorio,FALSE,FALSE
élites,FALSE,FALSE
convertirse,FALSE,FALSE
dictatorial,FALSE,FALSE
expertos,FALSE,FALSE
recibido,FALSE,FALSE
tablas,FALSE,FALSE
foros,FALSE,FALSE
chica,FALSE,FALSE
medio,FALSE,FALSE
spandex,TRUE,FALSE
lanzamiento,FALSE,FALSE
fascista,FALSE,FALSE
vientos,FALSE,FALSE
automáticos,FALSE,FALSE
leerlo,FALSE,FALSE
referencia,FALSE,FALSE
orgullosos,FALSE,FALSE
comprometiendo,FALSE,FALSE
sumó,FALSE,FALSE
quedara,FALSE,FALSE
dure,FALSE,FALSE
sostiene,FALSE,FALSE
récords,FALSE,FALSE
anunció,FALSE,FALSE
clientes,FALSE,FALSE
requieren,FALSE,FALSE
centros,FALSE,FALSE
ubicado,FALSE,FALSE
irritadas,FALSE,FALSE
nombres,FALSE,FALSE
bohemia,FALSE,FALSE
pedidos,FALSE,FALSE
secta,FALSE,FALSE
retirado,FALSE,FALSE
italiana,FALSE,FALSE
originado,FALSE,FALSE
procesos,FALSE,FALSE
sexuales,FALSE,FALSE
opera,FALSE,FALSE
frutas,FALSE,FALSE
gustaba,FALSE,FALSE
cyber-punks,TRUE,TRUE
lengua,FALSE,FALSE
gobiernos,FALSE,FALSE
lujo,FALSE,FALSE
encuentra,FALSE,FALSE
decidido,FALSE,FALSE
menú,FALSE,FALSE
estudió,FALSE,FALSE
asociación,FALSE,FALSE
hacerlo,FALSE,FALSE
local,FALSE,FALSE
instalaciones,FALSE,FALSE
informático,FALSE,FALSE
corrigió,FALSE,FALSE
justiciero,FALSE,FALSE
voluntarios,FALSE,FALSE
abrió,FALSE,FALSE
populismo,FALSE,FALSE
acostumbró,FALSE,FALSE
agenda,FALSE,FALSE
político,FALSE,FALSE
marcando,FALSE,FALSE
auto,FALSE,FALSE
fideo,FALSE,FALSE
juego,FALSE,FALSE
certificado,FALSE,FALSE
fuerte,FALSE,FALSE
tercera,FALSE,FALSE
